"topic" "term" "beta"
"1" 1 "compar" 0.00103279934800664
"2" 1 "particip" 0.00101485389872593
"3" 1 "translat" 0.00100767867851978
"4" 1 "initi" 0.00100306658533971
"5" 1 "relat" 0.000910952267905117
"6" 1 "depend" 0.000905059970573644
"7" 1 "potenti" 0.000903729078686002
"8" 1 "observ" 0.000903684549938763
"9" 1 "reflect" 0.000891084510114413
"10" 1 "transform" 0.000853946896832868
"11" 2 "organ" 0.00138089452008902
"12" 2 "stimul" 0.00117718263958809
"13" 2 "investig" 0.00117622343813196
"14" 2 "correl" 0.00106742782336892
"15" 2 "local" 0.000968517437704044
"16" 2 "mediat" 0.000965305496398486
"17" 2 "modul" 0.00094724508635293
"18" 2 "measur" 0.000931127671947001
"19" 2 "gener" 0.000917109018961317
"20" 2 "adapt" 0.000915272902318982
