"topic" "term" "beta"
"1" 1 "infect" 0.00155641662138615
"2" 1 "activ" 0.0013525120734558
"3" 1 "report" 0.00116883507284002
"4" 1 "progress" 0.00114808716837056
"5" 1 "advanc" 0.00113445918891767
"6" 1 "potenti" 0.0011295605787027
"7" 1 "acceler" 0.00109647940682889
"8" 1 "relat" 0.00109099789266066
"9" 1 "transform" 0.00108564309809972
"10" 1 "emerg" 0.00103947849664139
"11" 2 "induc" 0.00159590067941389
"12" 2 "activ" 0.00135248961194482
"13" 2 "modul" 0.00126935945872908
"14" 2 "restrict" 0.00121492751597677
"15" 2 "modifi" 0.00114384866760938
"16" 2 "defin" 0.00113176602002524
"17" 2 "gener" 0.00108815343350181
"18" 2 "compet" 0.0010743110106867
"19" 2 "investig" 0.0010661354390892
"20" 2 "measur" 0.00101484106174191
"21" 3 "deriv" 0.0013928115233827
"22" 3 "influenc" 0.0013244330324384
"23" 3 "modul" 0.00118001622503482
"24" 3 "person" 0.00111141356942103
"25" 3 "origin" 0.00101819509529699
"26" 3 "inhibit" 0.0010127360090967
"27" 3 "protect" 0.00101210420146558
"28" 3 "oxid" 0.000979275540783351
"29" 3 "investig" 0.000937215367311152
"30" 3 "observ" 0.000924550275270583
"31" 4 "depend" 0.00292868200246075
"32" 4 "correl" 0.00153389190732892
"33" 4 "organ" 0.0013196295997002
"34" 4 "develop" 0.00131808596347007
"35" 4 "demonstr" 0.00124357918226241
"36" 4 "adapt" 0.00122489904873617
"37" 4 "revers" 0.00120340812730799
"38" 4 "immun" 0.00106563066439246
"39" 4 "constitut" 0.0010572431963259
"40" 4 "measur" 0.000973471342923386
"41" 5 "initi" 0.00207197052940689
"42" 5 "reflect" 0.00157378246100088
"43" 5 "differenti" 0.00153109632836303
"44" 5 "emerg" 0.00139147586352337
"45" 5 "impair" 0.00115617032247538
"46" 5 "restrict" 0.00107355982499391
"47" 5 "mediat" 0.00106355155651716
"48" 5 "enhanc" 0.0010338012989096
"49" 5 "protect" 0.00102019777334283
"50" 5 "exclus" 0.00101164531392464
