"topic" "term" "beta"
"1" 1 "inhal" 0.000283668866758347
"2" 1 "effect" 0.000261379014410201
"3" 1 "local" 0.000249612055574305
"4" 1 "imit" 0.000216078225117589
"5" 1 "integr" 0.000210052938423462
"6" 1 "express" 0.000205384490205083
"7" 1 "dissoci" 0.000195920434837937
"8" 1 "observ" 0.000195910141972066
"9" 1 "insert" 0.00019209857097705
"10" 1 "persist" 0.000187924133204421
"11" 2 "compar" 0.000272813184650543
"12" 2 "applic" 0.000267863167793707
"13" 2 "deform" 0.00025780699403333
"14" 2 "demonstr" 0.000243999483181131
"15" 2 "consist" 0.000220817914191727
"16" 2 "fraction" 0.000216951041911239
"17" 2 "synchron" 0.00021628143429525
"18" 2 "initi" 0.000215003027347055
"19" 2 "promot" 0.000207947037666375
"20" 2 "neutral" 0.000201537091703284
"21" 3 "gener" 0.000413332784811783
"22" 3 "predict" 0.000241014436730806
"23" 3 "digest" 0.000238723989669851
"24" 3 "posit" 0.000227415439080378
"25" 3 "prevent" 0.000227028469345832
"26" 3 "fulfil" 0.000221485120232741
"27" 3 "transform" 0.00021311582628219
"28" 3 "determin" 0.000210810397387904
"29" 3 "inhabit" 0.000206613474275128
"30" 3 "interpret" 0.000205014497173291
"31" 4 "activ" 0.00039848194689388
"32" 4 "calibr" 0.000361878815516251
"33" 4 "adapt" 0.000249412980826403
"34" 4 "aspir" 0.000244970392373269
"35" 4 "releas" 0.000244910666469599
"36" 4 "implement" 0.000231025743137197
"37" 4 "discontinu" 0.000212367218732159
"38" 4 "compar" 0.000200581407402009
"39" 4 "infect" 0.000194969282461913
"40" 4 "commun" 0.000188434762257675
"41" 5 "institut" 0.000286731832294027
"42" 5 "inhal" 0.000285623056662313
"43" 5 "secur" 0.000280548815466135
"44" 5 "local" 0.000272456878156201
"45" 5 "diffus" 0.00026448804909032
"46" 5 "elicit" 0.000261143801315843
"47" 5 "preced" 0.000242542490213397
"48" 5 "motiv" 0.000214682116155874
"49" 5 "discontinu" 0.000202133459616459
"50" 5 "indic" 0.000187448051184119
"51" 6 "control" 0.000550269490773418
"52" 6 "integr" 0.000305290033480647
"53" 6 "persist" 0.000289014401975317
"54" 6 "design" 0.000239989419435253
"55" 6 "toler" 0.000228476858444228
"56" 6 "determin" 0.000224156406433809
"57" 6 "origin" 0.000221273364984032
"58" 6 "prevent" 0.000219094975941769
"59" 6 "equal" 0.000211618526790283
"60" 6 "continu" 0.000201876011911723
"61" 7 "synchron" 0.000274835149741109
"62" 7 "conform" 0.000264315096340456
"63" 7 "liber" 0.000241235277909288
"64" 7 "equal" 0.000238295179471396
"65" 7 "transit" 0.000234881833194108
"66" 7 "depend" 0.000234530812716841
"67" 7 "resist" 0.00022755948384272
"68" 7 "attend" 0.000222071789289688
"69" 7 "gener" 0.00022135064254948
"70" 7 "immunogen" 0.000206536510389136
"71" 8 "deriv" 0.000306987788303877
"72" 8 "mobil" 0.000287088827626613
"73" 8 "releas" 0.000269341370403548
"74" 8 "posit" 0.000266948213418245
"75" 8 "hypersensit" 0.000260058944419779
"76" 8 "hybrid" 0.000257903512385402
"77" 8 "activ" 0.000238406891384344
"78" 8 "practic" 0.000219270178587316
"79" 8 "discrimin" 0.000214073398942297
"80" 8 "origin" 0.000213838516464651
"81" 9 "direct" 0.000294979227969691
"82" 9 "steril" 0.000246985763866192
"83" 9 "administr" 0.000232328060027166
"84" 9 "thicken" 0.000216443593195912
"85" 9 "particip" 0.000214620192445627
"86" 9 "replic" 0.000208421318064473
"87" 9 "initi" 0.000205889672324538
"88" 9 "toler" 0.000193803639647224
"89" 9 "absorb" 0.000192009136495377
"90" 9 "fraction" 0.000186630235834061
"91" 10 "commun" 0.000264354108134597
"92" 10 "predict" 0.000259722023124202
"93" 10 "procur" 0.000258291534812722
"94" 10 "gener" 0.000255974200224417
"95" 10 "util" 0.000245670801051622
"96" 10 "educ" 0.000241350555935639
"97" 10 "demonstr" 0.000233631947911763
"98" 10 "organ" 0.000230865999297361
"99" 10 "special" 0.000219148936842731
"100" 10 "polish" 0.000198437350557315
